School_ID,District,Block,Urban_Rural,%_Math_Score,%_Language_Score,%_Science_Score,Teacher_Student_Ratio,Avg_Teacher_Experience_Years,Teacher_Trainings_Attended,Electricity_Available,Internet_Available,Functional_Toilets,Library_Available,%_Marginalized_Students,%_Students_With_Home_Internet,Parent_Literacy_Rate
SCH_232,District_A,Block_A2,Rural,83.85,91.44,100.0,16.6,2.5,3,1,0.0,1,0,33.5,0.0,63.5
SCH_233,District_C,Block_C3,Rural,81.39,79.76,58.01,18.2,8.9,2,1,0.0,1,0,25.2,0.0,19.7
SCH_234,District_A,Block_A2,Urban,56.8,67.48,77.97,18.8,16.0,0,1,0.0,1,0,12.2,29.2,42.1
SCH_235,District_A,Block_A1,Rural,33.05,47.97,32.18,26.4,3.5,2,1,0.0,1,0,31.4,21.1,36.5
SCH_236,District_B,Block_B2,Rural,61.86,58.53,58.15,29.75,4.9,1,1,1.0,1,0,30.6,22.0,49.8
SCH_237,District_A,Block_A2,Urban,94.07,93.84,98.87,35.7,8.8,0,1,0.0,1,0,19.0,29.0,52.6
SCH_238,District_A,Block_A3,Rural,70.23,74.24,70.01,50.5,5.3,2,1,0.0,1,1,31.0,7.1,23.3
SCH_239,District_A,Block_A3,Urban,66.39,72.73,51.8,40.6,9.0,4,0,0.0,1,1,33.8,41.0,89.0
SCH_240,District_A,Block_A2,Urban,62.18,60.27,62.64,45.9,10.8,0,1,1.0,1,1,8.6,24.6,49.65370705244123
SCH_241,District_C,Block_C2,Rural,16.06,35.48,36.66,29.75,8.1,0,1,0.0,1,0,23.3,15.5,48.16411214953271
SCH_243,District_A,Block_A1,Urban,43.3,60.46,25.47,26.8,8.4,2,1,0.0,1,0,25.1,35.1,89.0
SCH_244,District_A,Block_A1,Rural,46.54,39.04,47.82,26.5,6.0,3,1,0.0,1,0,41.0,22.0,49.2
SCH_245,District_B,Block_B1,Rural,48.07,54.46,64.06,10.0,10.0,1,1,0.0,1,1,10.1,4.2,27.4
SCH_246,District_A,Block_A3,Rural,20.59,19.42,31.44,12.7,3.3,3,1,1.0,1,0,37.6,0.0,-5.0
SCH_247,District_B,Block_B2,Rural,80.65,86.15,90.27,44.7,3.6,1,1,0.0,1,1,34.6,0.0,44.5
SCH_248,District_C,Block_C3,Rural,60.96,61.08,52.11,29.4,11.4,3,1,0.0,1,0,56.2,22.5,50.9
SCH_249,District_A,Block_A2,Rural,64.81,69.36,54.39,32.9,4.7,1,1,0.0,1,0,28.6,10.7,25.6
SCH_250,District_A,Block_A3,Urban,49.21,39.71,57.83,41.8,7.6,6,1,1.0,1,0,30.0,21.8,49.2
SCH_251,District_A,Block_A2,Urban,60.0,72.21,54.78,37.6,11.2,1,1,0.0,1,0,27.9,40.0,49.5
SCH_252,District_A,Block_A2,Rural,45.21,45.94,57.52,38.9,2.5,2,1,0.0,1,0,38.5,1.7,35.4
SCH_253,District_A,Block_A1,Rural,56.46,65.41,65.15,32.7,6.6,2,1,0.0,1,1,38.7,19.9,36.2
SCH_254,District_B,Block_B2,Rural,71.74,71.29,75.6,35.5,9.8,3,1,0.0,1,1,26.7,13.7,49.7
SCH_255,District_B,Block_B1,Urban,58.07,63.79,72.96,37.8,11.3,0,1,0.0,1,1,15.7,29.4,61.1
SCH_256,District_A,Block_A1,Urban,56.94,74.4,62.16,40.5,9.4,1,1,0.0,1,1,16.7,33.8,65.7
SCH_257,District_C,Block_C1,Rural,78.27,89.73,92.72,26.8,5.7,2,0,0.0,1,1,38.3,20.0,34.1
SCH_258,District_B,Block_B2,Rural,66.36,69.68,53.66,16.8,9.1,3,1,0.0,1,1,13.7,20.0,70.5
SCH_259,District_B,Block_B1,Rural,80.99,80.93,86.06,25.2,4.0,1,1,0.0,1,0,53.3,10.0,45.3
SCH_260,District_B,Block_B2,Rural,53.13,54.86,50.29,16.5,5.1,0,1,0.0,1,0,40.2,10.3,29.4
SCH_261,District_C,Block_C3,Rural,81.43,72.64,71.18,33.3,13.0,2,1,0.0,1,1,30.5,7.9,67.6
SCH_262,District_B,Block_B3,Rural,64.83,67.74,58.16,38.2,8.9,1,1,0.0,1,0,35.2,16.6,36.7
SCH_263,District_C,Block_C2,Rural,44.04,40.72,44.74,16.7,5.4,4,1,0.0,1,1,18.4,0.0,27.4
SCH_264,District_A,Block_A1,Urban,54.23,59.54,47.97,33.2,9.9,1,0,1.0,1,1,15.3,45.7,61.0
SCH_265,District_B,Block_B1,Rural,57.53,62.23,49.95,29.75,2.4,1,1,1.0,1,0,19.0,16.5,57.2
SCH_266,District_C,Block_C2,Rural,62.45,55.89,56.96,22.6,6.0,3,1,1.0,1,0,34.1,14.0,36.8
SCH_267,District_A,Block_A1,Urban,59.33,63.79,54.86,41.7,3.3,2,1,0.0,1,1,24.9,17.5,43.4
SCH_268,District_C,Block_C2,Rural,45.45,45.27,57.73,33.8,4.1,1,1,0.0,1,0,31.9,20.9,38.1
SCH_269,District_B,Block_B3,Urban,81.15,82.99,78.79,38.0,3.6,0,1,1.0,1,1,31.5,25.5,48.2
SCH_270,District_B,Block_B2,Urban,44.08,46.72,50.13,27.9,10.7,4,1,0.0,1,1,11.9,22.6,77.9
SCH_271,District_C,Block_C3,Rural,69.27,84.35,74.41,13.3,11.0,2,0,0.0,1,1,26.7,11.4,57.7
SCH_272,District_A,Block_A2,Rural,51.88,63.42,69.16,29.75,12.8,5,1,0.0,1,0,29.4,2.6,64.4
SCH_273,District_C,Block_C1,Rural,68.79,65.89,53.19,32.2,12.0,1,0,0.0,0,0,26.6,19.5,44.1
SCH_274,District_B,Block_B1,Rural,44.79,54.58,39.33,28.5,11.0,2,1,0.0,1,0,23.1,10.6,50.8
SCH_275,District_C,Block_C2,Rural,51.43,56.0,63.8,24.5,1.4,3,1,0.0,1,1,50.1,0.0,41.2
SCH_276,District_A,Block_A3,Rural,92.76,100.0,90.57,23.9,7.6,4,1,0.0,1,1,32.6,6.3,34.4
SCH_277,District_C,Block_C3,Rural,90.23,100.0,91.14,19.0,9.4,4,1,0.0,1,0,35.9,0.0,50.3
SCH_278,District_C,Block_C3,Rural,68.3,66.91,86.84,22.3,1.2,4,1,0.0,1,0,30.3,16.0,49.90759717314488
SCH_279,District_C,Block_C3,Urban,84.65,90.54,78.96,29.7,8.1,2,1,1.0,1,0,24.7,22.8,50.9
SCH_280,District_A,Block_A2,Rural,45.23,49.81,46.73,24.2,6.1,1,1,0.0,1,1,42.0,3.2,40.2
SCH_281,District_B,Block_B1,Rural,63.26,63.65,66.26,40.2,3.7,3,1,0.0,1,1,45.0,18.7,44.5
SCH_283,District_C,Block_C2,Rural,44.7,49.36,61.65,34.5,11.8,3,1,0.0,1,0,32.6,0.0,60.8
SCH_284,District_C,Block_C1,Urban,57.55,73.51,71.16,16.8,7.6,1,0,1.0,1,1,17.5,25.9,82.1
SCH_285,District_C,Block_C2,Rural,79.67,80.87,88.87,30.8,12.6,0,0,0.0,1,0,31.1,15.6,42.4
SCH_286,District_C,Block_C2,Urban,78.52,73.27,81.85,24.1,7.5,1,1,0.0,1,0,20.7,29.4,63.6
SCH_287,District_C,Block_C2,Rural,75.82,77.33,69.81,19.1,5.6,3,1,0.0,1,1,49.2,0.0,19.8
SCH_288,District_B,Block_B2,Urban,74.37,79.03,79.77,19.0,4.5,3,1,0.0,1,1,38.0,29.4,65.1
SCH_289,District_C,Block_C2,Rural,63.84,70.71,80.66,33.7,7.5,3,1,0.0,1,1,46.0,0.0,64.8
SCH_290,District_C,Block_C1,Rural,67.9,67.08,60.99,30.8,8.1,2,1,1.0,1,1,39.8,8.5,67.6
SCH_291,District_A,Block_A2,Urban,52.74,48.01,48.62,34.9,8.0,2,1,0.0,1,1,23.1,20.3,74.7
SCH_292,District_C,Block_C2,Urban,52.82,58.69,79.25,22.8,6.3,1,1,0.0,1,1,19.4,6.1,52.6
SCH_293,District_C,Block_C3,Rural,55.41,64.28,66.62,31.8,8.0,1,0,1.0,1,1,40.6,3.2,21.4
SCH_294,District_A,Block_A3,Rural,61.66,59.65,65.59,10.0,4.6,0,1,0.0,1,1,23.7,18.5,47.2
SCH_295,District_C,Block_C2,Urban,60.68,68.15,82.98,25.2,9.3,2,0,0.0,1,1,2.0,32.4,37.2
SCH_296,District_B,Block_B3,Rural,64.15,67.22,49.97,43.6,5.6,1,1,0.0,1,0,40.0,0.0,58.4
SCH_297,District_A,Block_A2,Rural,48.61,45.84,30.05,30.3,0.0,3,1,0.0,1,0,40.9,2.4,41.4
SCH_298,District_B,Block_B1,Rural,74.96,75.67,82.91,27.1,7.8,2,1,0.0,1,1,39.9,0.0,26.7
SCH_299,District_B,Block_B3,Rural,29.67,31.86,24.78,20.3,7.7,3,1,0.0,1,1,38.6,5.4,47.8
SCH_300,District_C,Block_C3,Rural,47.64,56.1,50.48,42.1,6.2,1,1,0.0,1,0,31.6,6.2,34.8
SCH_301,District_B,Block_B2,Urban,53.65,45.72,39.94,37.0,2.8,4,1,1.0,1,0,4.0,31.0,61.6
SCH_302,District_B,Block_B2,Rural,43.09,55.11,50.64,26.6,7.9,3,1,0.0,1,0,33.9,16.8,27.7
SCH_303,District_C,Block_C1,Rural,66.33,81.79,72.05,12.3,11.4,4,1,0.0,1,1,17.0,0.0,45.7
SCH_304,District_C,Block_C2,Urban,43.51,45.64,38.54,29.75,10.6,1,1,0.0,1,1,25.8,47.2,22.6
SCH_305,District_C,Block_C1,Urban,49.91,54.7,34.88,24.5,3.6,2,1,1.0,1,1,21.4,20.3,58.8
SCH_306,District_C,Block_C1,Rural,62.36,66.77,57.89,32.0,5.6,1,0,0.0,1,0,31.0,13.2,37.0
SCH_307,District_B,Block_B3,Urban,39.04,51.82,48.64,28.4,11.1,2,1,0.0,1,1,25.1,28.7,72.7
SCH_308,District_C,Block_C3,Urban,76.23,75.57,72.17,48.5,7.6,3,1,0.0,0,1,13.7,8.1,150.0
SCH_309,District_C,Block_C2,Rural,78.83,89.4,75.11,18.7,9.4,0,1,0.0,1,0,26.6,2.0,43.8
SCH_310,District_A,Block_A1,Rural,51.7,60.27,67.72,27.3,6.6,1,1,0.0,1,0,40.0,0.0,33.6
SCH_311,District_C,Block_C2,Rural,63.01,63.45,50.49,33.4,6.0,0,1,0.0,1,1,30.1,22.7,49.3
SCH_312,District_A,Block_A1,Rural,76.42,65.75,78.56,44.0,14.2,2,1,1.0,1,0,40.2,11.1,50.8
SCH_313,District_A,Block_A1,Urban,88.01,100.0,100.0,39.8,10.6,2,0,1.0,1,1,24.5,21.5,68.3
SCH_314,District_A,Block_A1,Urban,72.96,75.87,69.8,26.3,8.0,1,1,1.0,1,1,36.2,44.7,68.1
SCH_315,District_B,Block_B3,Rural,27.45,20.9,14.59,16.5,1.7,3,1,0.0,1,0,39.1,16.6,44.0
SCH_316,District_A,Block_A2,Rural,46.08,44.36,39.49,27.2,13.4,1,1,1.0,1,1,31.5,23.5,26.1
SCH_317,District_B,Block_B3,Rural,77.7,89.86,69.9,37.6,7.8,4,1,0.0,0,0,29.5,0.0,56.9
SCH_318,District_C,Block_C1,Rural,63.25,63.82,61.35,37.7,3.8,2,0,0.0,1,0,54.5,1.1,57.8
SCH_319,District_C,Block_C3,Urban,66.16,67.31,80.67,29.75,11.5,0,1,0.0,1,0,10.3,37.0,41.8
SCH_320,District_B,Block_B2,Rural,46.56,51.31,56.85,24.3,11.4,4,0,0.0,1,1,22.7,7.2,37.5
SCH_321,District_B,Block_B1,Rural,48.76,49.99,37.6,48.2,5.7,0,1,1.0,1,0,43.3,22.3,44.8
SCH_322,District_A,Block_A3,Rural,75.32,85.67,75.9,19.2,5.5,3,1,0.0,1,0,37.0,7.8,59.1
SCH_323,District_C,Block_C1,Rural,42.54,60.2,44.04,23.3,4.5,1,0,0.0,1,0,46.5,4.4,51.2
SCH_324,District_A,Block_A2,Urban,60.84,61.36,72.56,10.0,7.9,3,1,0.0,1,1,18.9,41.0,66.4
SCH_325,District_A,Block_A1,Rural,69.0,68.84,62.95,49.5,2.2,3,1,0.0,1,0,34.4,27.5,39.1
SCH_326,District_C,Block_C3,Rural,39.11,41.83,24.3,27.7,7.0,4,1,1.0,1,0,41.3,3.1,55.3
SCH_327,District_B,Block_B1,Urban,70.78,72.51,65.23,46.7,4.6,3,1,0.0,1,1,20.4,38.2,45.6
SCH_328,District_C,Block_C1,Rural,75.49,91.0,71.5,22.1,11.6,1,1,0.0,1,1,46.3,0.0,26.3
SCH_329,District_A,Block_A2,Urban,74.27,81.48,75.97,29.75,10.0,0,1,1.0,1,0,32.7,26.0,78.6
SCH_330,District_A,Block_A2,Rural,81.1,80.23,90.22,29.6,5.6,4,1,0.0,1,0,40.9,10.4,40.9
SCH_331,District_C,Block_C3,Rural,75.11,82.25,78.94,27.0,7.7,0,1,0.0,1,0,3.3,14.1,30.6
SCH_332,District_C,Block_C3,Urban,64.36,75.03,61.79,30.3,2.5,5,1,0.0,1,1,27.0,41.0,56.2
SCH_333,District_B,Block_B2,Rural,68.77,68.81,72.71,23.4,9.0,2,1,0.0,1,0,26.9,0.1,48.7
SCH_334,District_C,Block_C3,Rural,67.45,63.72,61.55,32.7,13.4,4,1,0.0,1,0,35.3,12.8,49.4
SCH_335,District_C,Block_C2,Rural,58.48,44.74,36.56,34.2,7.7,1,1,0.0,1,1,49.5,0.0,39.2
SCH_336,District_C,Block_C2,Urban,67.29,54.7,40.49,37.4,10.0,1,1,1.0,1,1,19.4,44.3,53.7
SCH_337,District_A,Block_A3,Rural,39.17,44.57,38.32,34.1,6.6,3,1,0.0,1,1,43.7,16.8,42.0
SCH_338,District_B,Block_B2,Rural,73.85,68.45,79.84,18.1,10.4,2,1,0.0,1,0,41.2,8.0,31.8
SCH_339,District_B,Block_B1,Rural,77.5,84.74,59.34,24.7,5.8,4,1,1.0,1,1,39.8,3.2,51.2
SCH_340,District_C,Block_C2,Rural,52.86,49.25,44.19,16.5,7.7,2,1,1.0,1,1,18.2,10.4,63.9
SCH_341,District_C,Block_C2,Rural,41.33,46.19,37.68,19.9,2.6,0,0,1.0,1,0,39.3,2.6,38.8
SCH_342,District_C,Block_C1,Urban,74.91,88.9,73.38,34.8,10.5,1,1,1.0,1,1,15.3,21.8,41.7
SCH_343,District_B,Block_B2,Rural,59.92,57.66,56.25,20.3,12.8,1,1,0.0,1,0,28.4,1.0,49.621442125237195
SCH_344,District_A,Block_A3,Rural,64.02,60.43,57.04,43.3,11.3,1,1,0.0,1,0,36.6,26.6,49.6
SCH_345,District_B,Block_B1,Rural,42.93,48.84,52.42,38.8,7.7,1,1,0.0,1,0,26.4,19.7,52.1
SCH_346,District_B,Block_B2,Urban,60.05,72.89,76.29,16.0,10.3,0,1,0.0,1,1,17.9,40.2,53.9
SCH_347,District_B,Block_B3,Urban,63.6,76.63,78.01,39.7,9.3,4,1,0.0,1,0,6.1,26.7,72.5
SCH_348,District_A,Block_A1,Urban,45.91,57.86,48.94,44.5,14.1,2,1,0.0,1,1,19.2,50.4,64.4
SCH_349,District_A,Block_A1,Urban,64.3,66.12,70.86,46.4,7.1,3,1,1.0,0,1,20.7,23.4,59.3
SCH_350,District_B,Block_B3,Urban,64.69,81.95,57.01,30.6,5.2,1,1,0.0,1,1,25.2,26.9,78.4
SCH_351,District_A,Block_A3,Urban,83.97,92.84,88.5,27.6,8.3,6,1,1.0,1,1,14.9,11.7,75.7
SCH_352,District_A,Block_A1,Urban,79.32,82.44,68.52,29.75,10.9,4,1,1.0,1,1,25.4,21.3,74.4
SCH_353,District_B,Block_B2,Rural,57.44,53.94,63.97,40.7,0.0,4,1,1.0,1,1,34.8,11.3,15.2
SCH_354,District_B,Block_B3,Rural,57.92,57.53,54.67,40.5,6.7,4,1,1.0,1,0,21.6,2.3,58.3
SCH_355,District_B,Block_B2,Rural,63.01,66.82,65.33,40.4,9.3,1,1,0.0,1,1,49.8,19.6,79.9
SCH_356,District_A,Block_A1,Rural,48.97,51.76,62.41,31.8,10.5,1,1,1.0,1,1,32.2,13.1,46.9
SCH_357,District_B,Block_B2,Urban,48.5,52.04,60.56,35.0,9.0,3,1,1.0,1,1,20.8,29.6,38.9
SCH_358,District_C,Block_C3,Rural,41.5,29.31,42.89,45.5,5.1,2,1,1.0,1,0,18.4,7.3,44.8
SCH_359,District_A,Block_A3,Urban,68.83,77.16,69.62,31.4,10.1,2,1,0.0,0,1,24.3,23.1,50.1
SCH_360,District_B,Block_B2,Rural,53.63,65.09,61.27,42.0,11.2,3,1,0.0,1,0,23.2,11.2,32.4
SCH_361,District_A,Block_A2,Rural,57.24,51.2,56.95,10.0,7.6,3,1,0.0,1,1,35.2,13.1,25.9
SCH_362,District_B,Block_B2,Urban,80.53,75.54,57.43,40.9,14.2,0,1,0.0,1,0,0.0,28.0,65.5
SCH_363,District_B,Block_B3,Rural,74.88,79.31,79.64,23.8,4.8,0,1,0.0,1,1,10.5,20.3,39.9
SCH_364,District_C,Block_C3,Rural,51.21,51.42,53.96,28.4,12.0,3,1,1.0,1,0,59.4,17.6,39.1
SCH_365,District_C,Block_C3,Rural,64.36,63.31,58.7,18.0,15.1,0,1,0.0,1,0,35.1,14.4,37.9
SCH_366,District_A,Block_A2,Rural,87.11,94.16,80.08,27.4,9.2,3,1,0.0,1,0,55.7,19.7,44.8
SCH_367,District_A,Block_A2,Urban,73.16,74.59,76.97,29.75,6.4,1,1,1.0,1,1,28.2,36.1,34.1
SCH_368,District_B,Block_B2,Rural,78.79,75.56,79.9,34.2,12.8,1,1,0.0,1,1,26.8,0.0,55.9
SCH_369,District_A,Block_A2,Rural,91.72,97.72,99.86,26.2,12.5,0,1,0.0,1,1,24.1,3.6,54.9
SCH_371,District_C,Block_C2,Rural,71.47,66.62,71.89,32.6,4.7,1,1,0.0,1,0,33.3,29.1,23.5
SCH_372,District_C,Block_C1,Urban,50.15,51.07,35.51,27.8,7.2,1,0,1.0,1,0,25.4,40.8,63.2
SCH_373,District_B,Block_B1,Rural,35.86,33.28,16.41,35.4,12.9,3,1,1.0,1,0,33.2,14.4,40.4
SCH_374,District_C,Block_C3,Rural,44.19,50.61,30.38,24.4,6.7,1,1,0.0,1,1,51.7,16.1,50.6
SCH_375,District_A,Block_A2,Rural,66.12,71.96,81.79,32.0,4.7,2,0,0.0,1,0,19.0,8.1,22.5
SCH_376,District_C,Block_C3,Rural,69.64,79.07,55.97,21.9,12.3,0,1,0.0,1,1,27.8,14.3,56.1
SCH_377,District_C,Block_C1,Rural,66.69,69.85,63.03,35.4,10.6,2,1,0.0,1,1,24.3,23.5,22.3
SCH_378,District_A,Block_A3,Urban,54.67,47.28,72.75,18.8,12.4,3,0,0.0,1,1,5.2,21.4,36.4
SCH_379,District_B,Block_B1,Urban,68.02,71.74,61.36,30.1,1.9,2,1,0.0,1,0,31.5,23.7,44.3
SCH_380,District_B,Block_B1,Rural,51.45,45.01,48.57,18.1,11.7,4,1,0.0,1,1,34.1,0.0,56.9
SCH_382,District_B,Block_B2,Rural,89.99,100.0,93.98,25.2,13.4,2,1,1.0,1,0,45.1,20.9,33.8
SCH_383,District_A,Block_A2,Rural,74.36,72.7,77.42,38.3,8.3,1,1,0.0,1,0,29.1,0.0,25.6
SCH_385,District_B,Block_B2,Urban,50.61,54.77,64.77,10.0,14.3,2,1,0.0,1,0,15.9,25.2,72.6
SCH_386,District_B,Block_B2,Rural,41.71,43.88,34.93,22.2,15.2,3,1,0.0,1,1,43.6,16.1,11.2
SCH_387,District_A,Block_A2,Urban,48.81,46.52,55.2,23.9,4.6,2,1,1.0,1,1,13.9,34.6,79.5
SCH_388,District_A,Block_A3,Rural,44.17,44.34,31.93,39.5,14.8,2,1,0.0,1,0,51.7,26.4,27.3
SCH_389,District_C,Block_C1,Urban,57.41,65.52,60.83,15.5,8.3,3,1,1.0,1,0,30.5,30.3,70.4
SCH_390,District_B,Block_B1,Rural,53.3,58.99,51.86,30.9,3.1,1,1,0.0,1,0,34.9,13.0,25.9
SCH_391,District_C,Block_C1,Rural,84.65,90.78,99.39,22.8,5.4,1,1,0.0,1,1,7.6,2.5,50.7
SCH_392,District_C,Block_C1,Rural,77.41,82.96,65.75,36.9,9.9,3,1,0.0,1,0,31.7,11.8,38.8
SCH_393,District_A,Block_A1,Rural,75.58,79.32,72.34,10.0,7.3,2,1,0.0,1,0,31.7,16.1,51.0
SCH_394,District_A,Block_A1,Rural,47.84,53.77,43.4,38.6,8.6,2,1,0.0,1,0,38.0,6.8,53.1
SCH_395,District_C,Block_C1,Rural,17.5,31.38,32.05,12.6,5.6,3,1,0.0,1,1,50.7,20.1,44.3
SCH_396,District_A,Block_A1,Rural,54.14,59.07,59.1,29.9,5.2,1,1,0.0,1,1,41.6,11.6,56.2
SCH_397,District_B,Block_B3,Rural,97.46,100.0,92.32,58.2,2.7,2,1,0.0,1,1,35.2,10.6,28.2
SCH_398,District_A,Block_A3,Urban,51.54,42.58,59.61,25.0,2.9,2,1,0.0,1,0,18.3,24.6,54.4
SCH_399,District_A,Block_A2,Rural,58.43,66.33,62.12,27.8,8.2,2,1,0.0,1,0,29.0,0.0,49.0
SCH_400,District_C,Block_C2,Urban,72.85,79.04,79.89,25.7,9.8,2,1,0.0,1,1,17.4,35.7,44.5
SCH_401,District_B,Block_B1,Urban,53.28,46.56,27.84,29.75,8.5,1,1,0.0,1,1,19.5,35.8,81.2
SCH_402,District_C,Block_C3,Rural,41.31,48.49,75.8,32.8,8.5,2,1,0.0,1,0,34.4,9.5,26.5
SCH_403,District_C,Block_C3,Rural,46.46,52.17,32.75,24.9,11.9,0,0,0.0,1,1,28.2,11.1,40.2
SCH_405,District_B,Block_B1,Urban,72.74,65.54,75.93,30.5,14.4,2,1,1.0,1,0,11.4,27.2,58.4
SCH_406,District_C,Block_C1,Rural,41.15,45.5,47.11,37.0,15.7,3,1,1.0,1,0,13.3,2.2,48.9
SCH_407,District_B,Block_B3,Rural,23.47,31.94,19.56,31.8,3.0,3,1,0.0,1,0,32.3,8.9,45.5
SCH_408,District_C,Block_C2,Rural,33.53,38.86,39.33,36.7,10.7,2,1,0.0,1,0,52.7,0.0,13.1
SCH_409,District_B,Block_B3,Urban,59.11,72.58,47.16,34.2,4.4,2,1,1.0,1,1,26.3,42.4,78.4
SCH_410,District_A,Block_A1,Urban,39.37,40.94,38.57,32.2,5.0,0,1,0.0,1,1,10.7,42.7,45.3
SCH_411,District_C,Block_C3,Rural,71.76,64.61,69.15,19.8,1.4,4,1,0.0,1,1,30.5,7.7,55.7
SCH_412,District_C,Block_C1,Rural,76.51,76.46,88.39,45.7,12.1,0,1,0.0,1,0,29.7,8.5,60.9
SCH_413,District_A,Block_A3,Rural,57.24,51.46,28.71,29.0,4.9,3,1,0.0,1,0,52.7,6.0,52.3
SCH_414,District_B,Block_B3,Rural,78.78,83.07,87.37,30.8,1.0,4,1,0.0,1,1,26.4,17.5,34.8
SCH_415,District_C,Block_C1,Urban,61.54,46.03,70.52,34.4,12.9,3,1,1.0,1,1,4.2,34.9,72.5
SCH_416,District_C,Block_C1,Rural,43.52,32.78,25.78,25.7,8.5,2,1,0.0,1,0,28.5,8.8,54.0
SCH_417,District_B,Block_B3,Rural,93.13,91.37,78.85,27.8,21.0,3,1,0.0,1,0,44.0,8.9,39.3
SCH_418,District_B,Block_B3,Rural,66.7,64.6,82.18,36.2,9.0,2,1,0.0,1,0,39.9,11.7,71.2
SCH_419,District_B,Block_B1,Urban,66.52,66.37,71.83,33.1,4.0,3,1,0.0,1,1,25.2,20.6,51.8
SCH_420,District_C,Block_C3,Rural,3.26102885820549,36.83,18.58,24.5,12.4,1,1,0.0,1,0,33.1,19.1,43.0
SCH_421,District_B,Block_B1,Rural,97.38,98.18,94.6,31.2,12.3,0,1,0.0,1,0,19.9,2.8,37.3
SCH_423,District_A,Block_A2,Rural,54.55,64.39,62.88,45.0,8.3,4,1,0.0,1,0,45.3,0.9,44.4
SCH_424,District_B,Block_B3,Rural,47.46,59.24,62.03,25.0,10.3,4,1,0.0,1,0,19.9,5.6,42.9
SCH_425,District_B,Block_B3,Urban,83.23,88.79,98.22,31.3,7.6,1,1,0.0,1,0,16.7,32.6,59.4
SCH_426,District_A,Block_A2,Rural,65.98,70.94,75.49,28.8,14.6,1,1,1.0,1,0,60.4,16.2,28.5
SCH_427,District_A,Block_A3,Urban,43.0,48.8,36.94,40.6,17.4,1,1,0.0,1,1,11.4,27.9,44.5
SCH_428,District_C,Block_C3,Urban,47.31,57.37,56.96,17.7,7.2,3,1,1.0,1,1,12.3,20.0,72.5
SCH_429,District_B,Block_B3,Rural,76.35,74.78,76.0,39.6,6.1,1,0,0.0,1,0,34.5,10.6,39.4
SCH_430,District_C,Block_C2,Rural,54.55,46.09,63.23,38.7,6.0,1,1,0.0,1,1,28.8,13.2,36.5
SCH_431,District_B,Block_B2,Rural,57.62,53.28,56.37,14.4,8.6,1,1,0.0,1,0,43.7,8.4,51.6
SCH_432,District_C,Block_C3,Rural,39.85,39.69,62.15,20.6,4.3,3,1,0.0,1,0,50.3,0.0,44.8
SCH_433,District_B,Block_B2,Urban,76.24,70.63,66.7,39.6,0.0,1,1,1.0,1,1,18.5,24.5,49.621442125237195
SCH_434,District_A,Block_A1,Rural,61.32,72.11,87.27,35.8,14.3,0,1,0.0,1,0,22.9,5.2,25.4
SCH_435,District_B,Block_B2,Rural,43.71,44.23,58.19,30.2,6.1,3,1,0.0,1,1,6.2,5.4,64.3
SCH_436,District_A,Block_A2,Rural,56.67,67.43,55.74,30.5,5.0,0,1,0.0,1,1,38.6,16.6,38.3
SCH_437,District_C,Block_C3,Rural,50.93,57.91,59.79,36.4,1.2,1,1,0.0,1,0,45.1,23.9,24.8
SCH_438,District_C,Block_C2,Rural,54.19,48.41,54.74,20.1,9.1,2,1,1.0,1,0,36.4,19.7,52.4
SCH_439,District_B,Block_B1,Urban,48.38,48.29,72.26,22.3,7.7,3,0,0.0,1,0,15.4,38.1,73.5
SCH_440,District_B,Block_B2,Rural,51.09,49.16,39.72,37.0,13.8,5,1,0.0,1,1,31.8,7.8,23.4
SCH_442,District_A,Block_A2,Rural,57.72,73.08,57.22,29.75,8.0,3,1,0.0,1,0,44.8,4.6,61.8
SCH_443,District_B,Block_B2,Rural,53.35,54.04,52.55,30.8,10.8,3,1,0.0,1,1,30.6,8.6,42.5
SCH_445,District_C,Block_C2,Rural,34.01,52.22,58.85,24.2,11.6,2,1,0.0,1,1,40.1,7.4,42.2
SCH_446,District_C,Block_C1,Rural,65.94,70.07,88.99,16.1,8.1,1,1,0.0,1,0,39.3,0.0,51.6
SCH_447,District_C,Block_C1,Rural,72.64,81.68,57.74,30.0,1.6,2,1,0.0,1,1,28.4,0.0,58.8
SCH_448,District_A,Block_A1,Urban,54.51,61.55,63.25,43.4,7.7,1,1,0.0,1,1,23.1,33.6,49.8
SCH_449,District_C,Block_C2,Rural,67.4,69.3,66.02,35.5,8.9,1,0,0.0,1,0,18.5,0.0,20.0
SCH_450,District_B,Block_B3,Rural,50.57,32.62,26.78,16.6,8.5,1,1,0.0,1,1,31.7,0.0,58.5
SCH_451,District_A,Block_A3,Urban,53.4,51.64,52.86,37.4,11.6,1,1,1.0,1,1,16.7,36.2,34.8
SCH_452,District_B,Block_B3,Urban,54.29,47.13,49.03,36.0,3.2,0,1,1.0,1,1,28.1,9.3,74.9
SCH_453,District_C,Block_C2,Rural,32.55,40.48,46.89,20.9,7.0,0,1,0.0,1,1,37.9,12.4,30.1
SCH_454,District_B,Block_B1,Rural,56.58,48.32,56.47,43.2,8.4,3,1,0.0,1,0,25.9,22.3,26.8
SCH_455,District_A,Block_A2,Urban,71.98,76.38,61.49,47.9,6.3,3,1,0.0,1,0,26.0,43.1,36.3
